date,AABA,AAPL,ADBE,ADP,AMGN,AMOV,AMZN,ATVI,AVGO,BIDU,BIIB,BKNG,CELG,CHTR,CMCSA,CME,COST,CSCO,CSX,CTSH,ESRX,FB,FOX,FOXA,GILD,GOOG,GOOGL,ILMN,INTC,INTU,ISRG,KHC,MAR,MDLZ,MSFT,MU,NFLX,NVDA,PEP,PYPL,QCOM,QQQ,REGN,SBUX,TMUS,TSLA,TXN,VRTX,WBA,WDAY
2018-05-11,0,16,0,0,0,0,6,0,0,0,0,0,0,0,3,1,2,15,0,0,4,23,4,3,1,5,5,0,16,4,0,0,50,0,3,27,0,11,2,0,1,0,0,1,1,5,0,0,0,0
2018-05-12,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,5,0,0,0,8,0,0,0,5,5,2,4,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,5,2,0,0,0
2018-05-13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,7,0,0,0,2,9,9,0,7,7,0,12,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,3,0,0,0,0
2018-05-14,0,18,0,0,0,0,14,0,0,2,0,0,0,0,3,5,10,10,0,0,2,28,8,8,0,12,12,0,33,1,0,0,75,0,3,24,4,1,3,0,14,0,0,0,2,17,0,0,0,0
2018-05-15,1,22,2,10,4,0,37,0,2,1,0,0,0,2,6,5,6,31,0,0,3,42,7,7,2,19,19,1,37,0,0,0,114,4,6,42,4,3,0,2,7,2,0,5,1,13,1,0,0,0
2018-05-16,0,4,2,0,1,0,11,3,0,0,0,0,2,0,5,0,3,29,0,0,1,47,16,16,0,4,4,0,31,0,0,1,51,1,8,42,11,0,1,2,1,0,1,4,0,16,0,0,0,0
2018-05-17,0,17,0,1,6,0,30,2,0,0,3,0,4,0,1,1,6,18,0,0,3,27,15,14,3,21,21,0,47,0,0,0,60,0,6,28,5,1,1,6,5,0,0,0,4,6,0,0,0,0
2018-05-18,0,9,0,0,1,0,8,0,0,4,1,0,0,0,0,3,9,11,1,0,0,21,8,8,3,13,13,0,43,1,0,2,42,0,2,16,4,0,2,4,6,0,2,0,4,6,0,0,0,0
2018-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,2,2,2,1,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0
2018-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,7,7,0,0,0,0,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-21,0,6,6,0,1,0,7,0,0,1,0,0,3,0,7,0,7,14,0,0,0,25,12,12,0,8,8,0,24,0,0,1,53,0,5,30,4,2,0,2,7,0,0,1,1,15,0,0,0,0
2018-05-22,0,9,3,0,1,0,12,1,2,0,0,0,1,0,3,4,5,9,0,0,3,43,5,4,0,16,16,0,40,1,0,1,41,0,6,30,0,0,0,0,8,2,0,0,3,23,0,0,2,0
2018-05-23,0,6,0,2,2,0,14,0,2,0,0,0,0,0,9,1,6,25,0,0,0,34,13,12,0,9,9,0,46,0,0,1,46,0,9,31,2,0,4,1,2,0,0,2,5,13,0,0,1,0
2018-05-24,0,11,2,0,0,0,16,0,0,1,0,0,0,0,7,1,1,16,0,0,0,36,12,11,0,18,18,0,44,0,0,5,27,0,5,13,10,0,1,1,2,0,0,0,6,11,0,0,0,0
2018-05-25,0,13,0,0,0,0,10,0,8,0,0,0,0,0,1,0,0,19,0,0,0,29,8,8,0,11,11,2,29,0,0,0,14,0,4,19,1,0,5,1,2,0,0,2,3,9,0,0,0,0
2018-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,1,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2018-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,1,1,0,2,2,0,4,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
2018-05-28,0,4,0,0,0,0,4,0,0,1,0,0,0,0,1,1,0,9,0,0,0,9,1,1,0,2,2,0,15,1,0,0,14,0,0,13,3,0,0,0,0,0,0,2,2,0,0,0,1,0
2018-05-29,0,9,0,0,0,0,10,0,0,2,0,0,0,0,1,2,2,17,0,0,0,17,2,2,3,6,6,0,30,0,0,0,14,0,4,20,3,0,0,0,5,0,3,8,5,7,0,0,1,0
2018-05-30,0,7,0,9,0,0,13,0,0,0,0,0,0,0,6,5,1,16,0,0,0,21,7,7,0,8,8,0,31,2,2,0,21,0,4,16,4,0,0,3,3,0,0,0,1,7,0,0,0,0
2018-05-31,0,10,0,0,0,0,14,0,0,2,0,0,0,0,4,3,3,16,0,0,0,27,12,12,2,13,13,0,30,1,0,5,20,2,2,8,6,0,0,0,2,0,0,0,1,5,0,0,2,0
2018-06-01,0,29,0,0,5,0,11,0,1,2,0,0,4,0,2,4,4,34,0,0,0,24,7,5,4,33,33,1,20,4,2,0,15,0,7,6,3,0,0,0,7,0,0,0,3,2,0,0,0,0
2018-06-02,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,10,0,0,0,3,2,2,0,1,1,2,9,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2018-06-03,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,5,0,0,0,8,6,6,2,0,0,0,16,1,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2018-06-04,0,29,0,0,4,0,22,0,0,0,0,0,0,0,1,1,0,13,0,0,0,22,15,15,1,8,8,0,27,0,0,3,15,0,17,10,1,2,0,6,2,2,1,4,3,5,0,0,0,0
2018-06-05,0,36,5,0,6,2,25,0,1,6,0,0,0,0,8,5,0,17,0,0,0,33,22,22,0,15,15,0,29,3,0,2,20,0,22,10,25,0,3,7,3,0,0,6,3,10,2,0,0,0
2018-06-06,0,16,0,0,2,2,16,0,0,0,2,0,0,0,7,2,0,19,0,0,2,36,7,7,2,10,10,0,25,0,0,0,14,0,5,18,2,0,3,0,2,0,0,0,3,24,0,0,1,0
2018-06-07,0,8,2,0,0,0,21,0,7,2,0,0,0,0,7,1,0,18,0,0,6,23,13,13,1,18,18,0,40,2,0,3,19,0,8,21,1,0,0,0,13,0,0,2,4,10,0,0,1,0
2018-06-08,0,22,0,0,0,0,15,0,6,1,0,0,0,0,7,1,2,8,0,0,0,26,14,14,0,10,10,0,31,1,0,2,12,2,2,17,6,0,0,0,8,0,0,0,2,6,0,0,1,0
2018-06-09,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,8,0,0,0,3,1,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2018-06-10,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,14,14,0,0,0,0,3,0,0,3,1,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0
2018-06-11,0,5,0,0,4,0,9,0,0,2,0,0,0,0,4,4,2,10,0,0,2,22,9,9,0,11,11,2,24,0,0,0,13,0,6,6,0,0,0,0,3,0,0,0,1,9,0,0,2,2
2018-06-12,0,10,0,0,0,0,14,0,0,3,2,0,0,6,14,12,0,15,0,0,5,29,18,18,2,20,20,0,23,1,0,0,25,0,2,14,16,0,5,0,0,2,0,5,11,27,0,0,2,0
2018-06-13,0,5,0,2,0,0,9,0,0,2,0,0,0,0,22,5,0,23,1,0,0,24,30,30,0,13,13,0,26,0,0,2,14,0,0,15,15,0,0,3,2,0,2,0,5,9,0,0,0,0
2018-06-14,0,7,3,1,0,0,18,2,2,0,0,0,0,0,18,3,2,17,0,0,0,22,23,23,2,14,14,0,27,0,0,1,17,0,5,4,6,0,0,3,3,0,0,1,3,11,0,0,4,0
2018-06-15,0,12,4,2,3,1,14,0,2,1,0,0,0,0,10,1,0,18,0,0,0,13,21,19,0,11,11,0,39,0,0,2,14,0,2,2,10,0,0,0,10,0,0,0,6,4,0,0,2,0
2018-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,4,2,2,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,9,0,0,0,14,3,3,0,2,2,0,4,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-18,0,11,0,2,0,3,22,0,0,0,2,0,0,0,1,0,2,15,0,0,0,24,5,5,0,16,16,0,23,0,0,4,19,0,7,10,4,0,0,0,0,0,0,2,1,6,0,0,0,0
2018-06-19,0,16,0,0,0,0,14,0,2,4,0,0,0,0,5,0,0,12,1,0,0,27,13,13,0,15,15,0,35,0,0,2,29,0,11,5,2,0,0,0,7,0,0,5,3,2,0,0,4,0
2018-06-20,0,17,0,2,0,0,24,0,0,1,0,0,0,0,22,0,1,27,0,0,2,40,29,29,2,28,28,0,39,3,0,1,21,0,10,17,15,2,0,0,2,0,1,12,1,9,0,0,10,0
2018-06-21,0,18,0,2,0,0,30,0,0,1,0,0,0,0,15,5,2,16,0,0,0,25,23,23,2,15,15,0,37,3,0,2,17,0,7,18,9,2,0,2,2,0,0,0,2,9,0,0,0,0
2018-06-22,1,11,2,0,0,0,4,2,2,2,0,0,0,0,2,0,0,16,0,0,0,23,10,9,0,8,8,0,36,0,0,2,16,0,9,12,6,4,0,1,5,0,0,5,6,7,2,0,0,0
2018-06-23,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,6,2,2,0,0,0,0,4,0,0,5,7,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2018-06-24,0,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,7,0,0,0,6,11,11,0,2,2,0,8,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-25,0,8,1,0,0,0,18,0,0,0,0,0,2,0,2,0,0,16,0,0,0,19,3,3,0,17,17,0,24,0,0,11,18,0,2,13,14,1,2,2,0,0,0,1,1,0,1,0,0,0
2018-06-26,0,13,0,0,0,0,22,0,0,1,0,0,0,0,1,4,0,14,0,0,0,20,3,3,0,12,12,0,29,0,0,0,18,1,7,13,8,3,0,0,0,0,0,2,0,3,0,0,1,0
2018-06-27,0,10,0,0,0,0,17,0,0,6,0,0,0,0,6,3,3,12,0,0,0,11,18,17,0,4,4,2,25,0,0,3,17,0,3,0,9,0,2,0,0,7,1,2,5,5,0,0,0,0
2018-06-28,0,12,0,0,1,0,49,0,2,1,2,0,0,0,10,0,1,16,0,0,10,29,32,32,0,25,25,0,57,1,0,0,20,2,6,21,4,0,3,0,4,0,0,9,7,7,0,0,19,0
2018-06-29,0,12,0,0,1,0,17,1,3,0,3,0,0,2,7,0,0,12,0,0,0,21,33,33,3,5,5,0,37,1,0,0,18,0,5,18,3,0,2,0,6,0,0,0,6,4,0,3,5,0
2018-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,3,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,6,6,0,0,0,0,3,0,0,0,6,0,0,6,0,0,2,0,0,0,0,0,0,1,0,0,0,0
2018-07-02,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,14,0,0,0,18,7,7,0,12,12,0,11,1,0,3,22,0,2,20,7,2,0,0,1,0,0,4,0,22,0,0,1,0
2018-07-03,0,10,0,0,0,0,10,0,2,0,0,0,1,0,0,6,1,11,0,0,0,39,4,4,0,14,14,0,19,1,0,3,15,0,3,17,3,2,2,0,2,0,0,1,0,13,0,0,0,0
2018-07-04,0,3,0,0,0,0,9,0,0,0,0,0,0,0,2,1,0,6,0,0,0,13,6,6,0,5,5,3,14,0,0,1,16,0,0,27,4,0,0,0,0,0,0,0,0,5,0,0,0,0
2018-07-05,0,8,1,15,2,0,7,0,2,0,0,0,0,0,0,1,0,9,0,0,2,12,13,13,0,13,13,0,33,1,0,1,19,0,5,25,4,0,0,0,5,0,0,0,0,5,0,0,0,0
2018-07-06,0,12,0,0,0,0,4,0,0,5,15,0,0,0,0,1,0,6,0,0,0,13,4,4,0,0,0,0,26,0,0,2,23,0,6,13,0,1,0,0,4,0,0,0,0,3,0,0,1,0
2018-07-07,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,1,0,2,2,0,5,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-08,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,1,1,0,2,2,0,4,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2018-07-09,3,11,0,0,0,0,5,0,0,4,3,0,0,0,7,1,1,15,0,0,0,11,17,17,0,12,12,0,20,0,0,1,14,0,5,20,0,0,0,1,2,2,0,7,1,12,1,0,0,0
2018-07-10,3,11,0,0,0,0,9,0,0,8,1,0,1,0,4,9,0,23,2,0,0,29,6,6,0,17,17,0,22,1,0,2,17,0,1,13,2,2,18,0,0,0,0,4,1,14,0,0,5,0
2018-07-11,1,20,0,3,0,0,14,3,8,4,0,0,0,0,23,7,1,11,0,0,0,28,32,30,0,15,15,0,41,0,0,0,18,0,2,12,5,2,0,0,9,0,0,4,0,9,2,0,0,0
2018-07-12,0,12,0,0,0,0,22,0,21,0,4,0,0,0,21,1,0,10,0,0,0,17,23,23,0,9,9,0,43,0,0,5,14,0,11,12,13,0,0,0,8,0,0,0,1,9,0,0,0,0
2018-07-13,0,4,0,0,0,0,16,0,3,1,0,2,0,0,10,0,4,13,0,0,0,26,14,14,0,10,10,0,29,0,0,0,12,1,6,15,12,0,2,0,2,2,0,0,1,1,2,0,0,0
2018-07-14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,2,2,0,1,1,0,9,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,4,3,0,3,3,1,8,0,0,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0
2018-07-16,0,5,0,0,0,0,27,0,3,2,0,0,0,0,5,6,0,12,0,0,0,19,9,9,0,12,12,0,33,0,0,0,16,0,13,7,18,0,2,0,2,0,0,0,1,4,0,0,1,0
2018-07-17,0,13,0,0,2,3,23,0,0,1,2,5,0,0,7,4,4,15,3,0,0,32,6,5,0,33,33,0,38,0,0,0,16,0,11,12,24,0,1,0,2,0,0,0,0,7,3,0,0,0
2018-07-18,0,25,2,0,0,3,24,0,0,2,0,0,0,0,2,2,1,11,10,0,0,14,9,9,0,34,34,0,53,0,0,0,19,3,14,2,10,0,0,0,0,0,0,6,0,10,2,0,0,0
2018-07-19,0,9,1,0,1,0,19,0,0,0,0,0,0,0,13,1,2,21,6,0,2,22,18,18,0,23,23,0,41,0,0,4,29,0,11,7,8,4,0,3,6,0,2,1,1,7,0,0,0,0
2018-07-20,0,18,0,0,0,0,13,0,2,0,0,0,2,0,5,0,2,13,0,0,3,16,10,10,0,6,6,0,19,0,0,0,16,0,21,9,3,0,0,0,4,0,0,0,2,3,0,0,0,0
2018-07-21,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,8,8,0,2,2,0,9,0,0,1,0,0,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2018-07-22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,4,4,0,2,2,0,10,0,0,0,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-07-23,0,11,0,0,0,0,18,0,0,0,0,0,0,0,0,2,2,16,0,0,1,21,4,4,2,14,14,0,29,0,0,2,19,2,2,5,11,1,0,0,0,0,0,0,1,21,0,0,0,0
2018-07-24,0,11,0,0,3,1,16,0,0,2,16,0,0,0,0,3,6,26,0,0,0,42,1,1,2,34,34,2,36,3,0,0,17,0,3,3,6,0,4,0,0,0,0,5,1,2,2,0,0,0
2018-07-25,0,16,0,0,0,0,29,0,1,4,3,0,0,0,5,0,2,23,0,0,2,46,4,4,3,31,31,2,28,0,0,4,16,9,8,14,13,2,2,2,18,0,0,4,1,4,1,0,2,0
2018-07-26,0,15,1,0,8,0,38,3,0,2,6,0,3,0,10,5,0,22,0,0,3,61,13,13,1,32,32,0,23,1,0,3,16,3,11,14,14,0,0,0,41,1,0,6,0,2,0,0,0,0
2018-07-27,0,24,0,0,1,0,33,0,5,0,0,0,0,4,4,2,1,18,0,0,0,45,8,8,0,20,20,1,34,2,0,2,17,0,11,10,15,0,0,0,6,4,0,1,1,2,0,0,0,0
2018-07-28,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,3,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,1,1,0,3,3,1,2,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-07-30,0,19,0,0,0,0,25,0,0,0,0,0,0,1,0,4,0,9,0,0,0,31,7,7,0,21,21,0,32,0,0,2,13,0,6,18,14,0,0,0,0,2,0,2,7,7,0,0,0,0
2018-07-31,0,33,0,0,0,2,17,0,0,4,0,0,1,3,2,4,2,28,0,0,0,41,10,10,0,10,10,0,30,0,0,4,20,0,2,16,22,0,0,0,7,0,2,4,2,9,0,0,0,0
2018-08-01,0,57,0,9,0,0,22,0,0,2,0,0,0,0,0,6,2,15,0,0,6,49,0,0,0,24,24,0,35,0,0,0,19,0,0,19,14,0,0,1,2,0,0,0,6,21,0,0,2,0
2018-08-02,0,45,0,1,2,0,22,5,0,2,0,0,0,0,2,3,1,13,0,3,4,30,11,11,0,25,25,0,34,0,0,0,22,0,10,17,9,3,0,0,6,0,3,3,2,19,0,2,1,0
2018-08-03,0,32,0,0,0,0,22,2,0,1,0,0,0,0,4,6,0,13,0,0,0,19,10,10,0,15,15,2,15,0,0,14,14,0,6,12,10,0,1,0,0,0,0,6,2,3,0,0,0,0
2018-08-04,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,2,2,0,1,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-05,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,4,4,0,0,0,0,7,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-06,0,13,0,0,0,0,8,0,0,2,0,2,0,0,0,1,0,19,0,0,0,19,10,10,0,5,5,0,24,0,0,0,16,2,1,7,1,0,10,2,2,5,1,0,4,0,0,0,0,0
2018-08-07,0,9,0,0,0,1,13,0,0,4,0,0,0,0,2,1,0,21,0,0,8,30,16,16,0,17,17,0,19,0,0,0,19,0,11,7,3,2,6,0,2,0,0,0,2,32,0,0,0,0
2018-08-08,0,11,0,0,0,2,21,0,0,0,0,0,0,0,5,1,2,20,0,0,0,31,19,19,0,19,19,0,23,0,0,0,14,0,10,7,4,2,0,0,3,2,0,0,2,28,0,0,0,0
2018-08-09,0,18,0,2,0,0,25,0,0,1,0,4,0,0,0,1,3,18,0,0,4,15,16,16,0,11,11,0,32,0,0,4,14,4,7,9,4,0,2,0,0,0,0,0,4,18,0,0,3,0
2018-08-10,0,14,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,15,0,0,2,16,9,9,0,2,2,2,29,0,0,1,19,0,0,7,4,0,0,3,3,0,0,1,5,14,0,0,0,0
2018-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018-08-12,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,1,1,0,2,2,0,11,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018-08-13,0,17,0,0,0,0,18,0,0,2,2,0,0,0,0,1,4,11,0,0,4,14,9,9,0,9,9,0,16,0,0,1,19,0,0,4,11,0,0,0,0,0,0,2,1,23,0,0,0,0
2018-08-14,0,25,0,2,0,0,14,0,0,4,0,0,0,3,0,2,0,8,0,0,1,18,10,9,0,18,18,0,18,0,0,1,17,0,6,10,10,9,3,4,1,0,2,0,5,26,0,0,0,0
2018-08-15,0,5,0,0,0,0,10,0,0,5,5,0,0,0,0,1,2,13,0,0,6,23,10,10,3,11,11,0,18,0,0,0,13,0,3,1,5,1,0,0,0,2,0,2,2,13,0,2,2,0
2018-08-16,0,10,0,1,0,0,18,0,0,0,0,0,0,0,4,0,0,23,0,0,0,26,11,11,0,24,24,0,36,1,0,0,20,0,7,8,8,3,0,0,0,3,0,0,4,19,0,0,1,0
2018-08-17,0,21,0,4,0,0,13,0,0,4,0,0,0,0,0,2,0,11,0,0,0,20,5,5,0,17,17,0,14,1,0,2,14,0,1,8,11,13,2,0,2,0,1,0,1,25,0,0,1,0
2018-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-19,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2018-08-20,0,11,0,0,0,0,5,0,0,3,1,0,3,0,2,1,0,12,0,0,2,17,8,8,0,11,11,0,23,0,0,0,11,0,3,14,1,4,8,0,1,0,0,0,4,11,0,0,0,0
2018-08-21,0,9,0,0,0,0,12,0,0,0,1,0,0,0,2,11,0,18,0,0,0,15,7,7,0,8,8,0,25,2,0,0,18,0,20,13,1,0,6,0,0,2,0,0,1,10,0,0,0,0
2018-08-22,0,16,0,0,0,0,12,2,2,2,1,0,0,0,3,7,4,13,0,0,0,31,8,8,4,14,14,0,22,0,0,1,20,0,10,10,9,2,0,2,2,3,2,0,1,8,0,0,0,0
2018-08-23,0,11,0,0,0,0,10,0,0,3,1,0,0,0,1,2,0,25,0,0,0,38,19,18,0,8,8,0,30,2,0,0,16,0,7,9,3,2,1,0,0,0,0,0,1,6,0,0,0,0
2018-08-24,0,9,0,0,0,0,12,0,0,0,1,0,0,0,2,5,0,12,0,0,4,18,4,4,0,15,15,0,16,0,0,0,15,0,3,12,5,0,0,0,0,0,0,1,3,2,0,0,0,0
2018-08-25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,2,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2018-08-26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2018-08-27,0,3,0,0,2,0,13,0,2,0,1,0,0,0,2,0,0,15,0,0,0,23,0,0,3,13,13,0,13,0,0,3,11,0,4,7,3,2,2,0,2,0,0,2,3,23,0,0,0,0
2018-08-28,0,6,0,0,1,0,14,0,0,2,1,0,0,3,3,0,0,13,0,0,0,17,4,4,2,15,15,1,24,0,0,2,16,0,5,10,5,0,0,0,0,0,0,4,5,12,0,0,0,0
2018-08-29,0,10,0,0,2,0,22,0,0,0,0,0,0,0,4,0,1,15,0,0,0,32,10,10,0,28,28,0,29,2,0,1,16,0,7,17,4,0,2,3,0,0,0,0,2,4,0,0,0,0
2018-08-30,0,17,0,0,0,0,25,0,0,4,1,0,0,0,5,0,0,22,0,0,0,26,6,6,2,14,14,1,17,2,0,3,16,0,2,3,12,0,0,0,0,0,0,0,1,10,0,0,0,0
2018-08-31,0,20,0,0,0,0,19,1,2,0,0,0,0,0,0,0,1,11,0,0,0,19,0,0,0,18,18,0,13,0,0,2,17,0,3,2,3,0,2,0,3,0,0,7,0,11,0,0,0,0
2018-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
2018-10-01,0,7,0,0,0,0,12,0,1,0,0,1,3,0,7,1,1,17,0,0,0,34,10,10,3,18,18,0,28,0,0,2,25,0,4,12,5,0,0,0,2,0,1,2,1,24,0,0,2,0
2018-10-02,0,10,0,0,0,0,26,0,1,0,0,1,0,0,2,1,1,15,0,0,0,38,3,3,0,14,14,0,41,0,0,0,21,0,3,6,7,1,9,0,0,0,1,0,1,8,0,0,2,0
2018-10-03,0,15,0,23,2,0,28,1,1,0,2,1,0,3,3,7,0,11,0,0,0,29,14,14,0,15,15,0,41,0,0,0,18,0,2,9,2,1,0,2,0,0,0,0,3,10,0,0,0,0
2018-10-04,0,12,0,12,0,0,28,0,1,0,1,1,0,0,4,7,3,11,0,0,0,36,6,6,1,13,13,0,48,2,0,1,15,0,1,18,8,0,0,0,0,0,0,2,1,15,0,0,0,1
2018-10-05,0,20,0,0,0,0,28,0,1,0,0,1,0,0,1,4,4,12,0,0,2,27,6,6,2,9,9,1,36,6,0,4,13,0,6,18,5,0,0,0,0,0,0,0,1,21,0,0,2,0
2018-10-06,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,3,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-07,0,5,0,2,0,0,5,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,7,7,0,1,1,0,9,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2018-10-08,0,10,4,4,0,0,19,0,1,0,0,1,0,0,7,2,0,7,0,0,0,23,15,15,0,32,32,0,35,1,0,2,12,0,15,6,8,5,0,0,0,0,0,4,2,7,0,0,0,0
2018-10-09,0,24,0,4,0,0,19,0,3,2,0,1,0,0,3,1,0,10,0,0,0,22,10,10,0,26,26,0,26,0,0,2,14,2,8,12,5,0,2,4,2,2,1,7,2,2,0,0,0,0
